_id,_labels,_start,_end,_type,score
,,0,3106,ADMIN_TO,
,,0,3269,ADMIN_TO,
,,0,1976,ADMIN_TO,
,,0,4023,ADMIN_TO,
,,0,3480,ADMIN_TO,
,,0,4637,ADMIN_TO,
,,0,2078,ADMIN_TO,
,,0,249,ADMIN_TO,
,,0,2014,ADMIN_TO,
,,0,2158,ADMIN_TO,
,,0,1801,ADMIN_TO,
,,0,3422,ADMIN_TO,
,,0,4924,ADMIN_TO,
,,0,931,ADMIN_TO,
,,0,132,ADMIN_TO,
,,0,1832,ADMIN_TO,
,,0,695,ADMIN_TO,
,,0,3798,ADMIN_TO,
,,0,1806,ADMIN_TO,
,,0,31,ADMIN_TO,
,,0,3084,ADMIN_TO,
,,0,3864,ADMIN_TO,
,,0,2851,ADMIN_TO,
,,0,3392,ADMIN_TO,
,,0,1495,ADMIN_TO,
,,0,1088,ADMIN_TO,
,,0,1969,ADMIN_TO,
,,0,3595,ADMIN_TO,
,,0,2278,ADMIN_TO,
,,0,2440,ADMIN_TO,
,,0,3477,ADMIN_TO,
,,0,1865,ADMIN_TO,
,,0,2465,ADMIN_TO,
,,0,693,ADMIN_TO,
,,0,2023,ADMIN_TO,
,,0,1010,ADMIN_TO,
,,0,1449,ADMIN_TO,
,,0,1638,ADMIN_TO,
,,0,3514,ADMIN_TO,
,,0,4881,ADMIN_TO,
,,0,3889,ADMIN_TO,
,,0,4803,ADMIN_TO,
,,0,4669,ADMIN_TO,
,,0,4785,ADMIN_TO,
,,0,663,ADMIN_TO,
,,0,3767,ADMIN_TO,
,,0,2155,ADMIN_TO,
,,0,1963,ADMIN_TO,
,,0,4040,ADMIN_TO,
,,0,520,ADMIN_TO,
,,0,4982,ADMIN_TO,
,,0,2677,ADMIN_TO,
,,0,4619,ADMIN_TO,
,,0,1076,ADMIN_TO,
,,0,3093,ADMIN_TO,
,,0,3000,ADMIN_TO,
,,0,2119,ADMIN_TO,
,,0,177,ADMIN_TO,
,,0,3758,ADMIN_TO,
,,0,1401,ADMIN_TO,
,,0,4214,ADMIN_TO,
,,0,995,ADMIN_TO,
,,0,3406,ADMIN_TO,
,,0,2554,ADMIN_TO,
,,0,3567,ADMIN_TO,
,,0,4871,ADMIN_TO,
,,0,1018,ADMIN_TO,
,,0,550,ADMIN_TO,
,,0,2109,ADMIN_TO,
,,0,4907,ADMIN_TO,
,,0,662,ADMIN_TO,
,,0,2710,ADMIN_TO,
,,0,484,ADMIN_TO,
,,0,2397,ADMIN_TO,
,,0,4412,ADMIN_TO,
,,0,3212,ADMIN_TO,
,,0,4815,ADMIN_TO,
,,0,3103,ADMIN_TO,
,,0,3832,ADMIN_TO,
,,0,3445,ADMIN_TO,
,,0,2870,ADMIN_TO,
,,0,104,ADMIN_TO,
,,0,3536,ADMIN_TO,
,,0,4526,ADMIN_TO,
,,0,1158,ADMIN_TO,
,,0,2598,ADMIN_TO,
,,0,4182,ADMIN_TO,
,,0,760,ADMIN_TO,
,,0,1914,ADMIN_TO,
,,0,1965,ADMIN_TO,
,,0,1477,ADMIN_TO,
,,0,3521,ADMIN_TO,
,,0,2589,ADMIN_TO,
,,0,1419,ADMIN_TO,
,,0,2398,ADMIN_TO,
,,0,1309,ADMIN_TO,
,,0,2126,ADMIN_TO,
,,0,3057,ADMIN_TO,
,,0,1503,ADMIN_TO,
,,0,3915,ADMIN_TO,
,,0,1944,ADMIN_TO,
,,0,4572,ADMIN_TO,
,,0,1569,ADMIN_TO,
,,0,2389,ADMIN_TO,
,,0,1752,ADMIN_TO,
,,0,3564,ADMIN_TO,
,,0,3712,ADMIN_TO,
,,0,1222,ADMIN_TO,
,,0,486,ADMIN_TO,
,,0,4768,ADMIN_TO,
,,0,3918,ADMIN_TO,
,,0,18,ADMIN_TO,
,,0,3330,ADMIN_TO,
,,0,3244,ADMIN_TO,
,,0,718,ADMIN_TO,
,,0,1701,ADMIN_TO,
,,0,2801,ADMIN_TO,
,,0,2843,ADMIN_TO,
,,0,2082,ADMIN_TO,
,,0,1717,ADMIN_TO,
,,0,4236,ADMIN_TO,
,,0,748,ADMIN_TO,
,,0,326,ADMIN_TO,
,,0,1195,ADMIN_TO,
,,0,4529,ADMIN_TO,
,,0,1780,ADMIN_TO,
,,0,4744,ADMIN_TO,
,,0,3691,ADMIN_TO,
,,0,970,ADMIN_TO,
,,0,4056,ADMIN_TO,
,,0,2315,ADMIN_TO,
,,0,3596,ADMIN_TO,
,,0,4545,ADMIN_TO,
,,0,1772,ADMIN_TO,
,,0,1920,ADMIN_TO,
,,0,194,ADMIN_TO,
,,0,1711,ADMIN_TO,
,,0,4198,ADMIN_TO,
,,0,2484,ADMIN_TO,
,,0,4029,ADMIN_TO,
,,0,3545,ADMIN_TO,
,,0,3913,ADMIN_TO,
,,0,1604,ADMIN_TO,
,,0,1446,ADMIN_TO,
,,0,1990,ADMIN_TO,
,,0,1345,ADMIN_TO,
,,0,1931,ADMIN_TO,
,,0,3083,ADMIN_TO,
,,0,2096,ADMIN_TO,
,,0,4716,ADMIN_TO,
,,0,1436,ADMIN_TO,
,,0,4462,ADMIN_TO,
,,0,4393,ADMIN_TO,
,,0,4274,ADMIN_TO,
,,0,2382,ADMIN_TO,
,,0,2395,ADMIN_TO,
,,0,240,ADMIN_TO,
,,0,4894,ADMIN_TO,
,,0,4169,ADMIN_TO,
,,0,951,ADMIN_TO,
,,0,543,ADMIN_TO,
,,0,2335,ADMIN_TO,
,,0,3668,ADMIN_TO,
,,0,3297,ADMIN_TO,
,,0,285,ADMIN_TO,
,,0,323,ADMIN_TO,
,,0,783,ADMIN_TO,
,,0,4028,ADMIN_TO,
,,0,286,ADMIN_TO,
,,0,406,ADMIN_TO,
,,0,897,ADMIN_TO,
,,0,1986,ADMIN_TO,
,,0,473,ADMIN_TO,
,,0,4567,ADMIN_TO,
,,0,4916,ADMIN_TO,
,,0,2909,ADMIN_TO,
,,0,4207,ADMIN_TO,
,,0,2544,ADMIN_TO,
,,0,133,ADMIN_TO,
,,0,257,ADMIN_TO,
,,0,4185,ADMIN_TO,
,,0,70,ADMIN_TO,
,,0,3350,ADMIN_TO,
,,0,2599,ADMIN_TO,
,,0,1454,ADMIN_TO,
,,0,494,ADMIN_TO,
,,0,4222,ADMIN_TO,
,,0,2765,ADMIN_TO,
,,0,1473,ADMIN_TO,
,,0,4842,ADMIN_TO,
,,0,2251,ADMIN_TO,
,,0,3349,ADMIN_TO,
,,0,2050,ADMIN_TO,
,,0,735,ADMIN_TO,
,,0,781,ADMIN_TO,
,,0,1930,ADMIN_TO,
,,0,3154,ADMIN_TO,
,,0,4879,ADMIN_TO,
,,0,2241,ADMIN_TO,
,,0,4792,ADMIN_TO,
,,0,3062,ADMIN_TO,
,,0,561,ADMIN_TO,
,,0,1240,ADMIN_TO,
,,0,77,ADMIN_TO,
,,0,4729,ADMIN_TO,
,,0,1282,ADMIN_TO,
,,0,1905,ADMIN_TO,
,,0,2992,ADMIN_TO,
,,0,4263,ADMIN_TO,
,,0,3925,ADMIN_TO,
,,0,1750,ADMIN_TO,
,,0,3770,ADMIN_TO,
,,0,2170,ADMIN_TO,
,,0,3714,ADMIN_TO,
,,0,4864,ADMIN_TO,
,,0,2725,ADMIN_TO,
,,0,1354,ADMIN_TO,
,,0,2496,ADMIN_TO,
,,0,4588,ADMIN_TO,
,,0,495,ADMIN_TO,
,,0,2802,ADMIN_TO,
,,0,151,ADMIN_TO,
,,0,3791,ADMIN_TO,
,,0,2545,ADMIN_TO,
,,0,933,ADMIN_TO,
,,0,4863,ADMIN_TO,
,,0,2966,ADMIN_TO,
,,0,1442,ADMIN_TO,
,,0,2346,ADMIN_TO,
,,0,687,ADMIN_TO,
,,0,3423,ADMIN_TO,
,,0,4453,ADMIN_TO,
,,0,136,ADMIN_TO,
,,0,2211,ADMIN_TO,
,,0,605,ADMIN_TO,
,,0,2753,ADMIN_TO,
,,0,79,ADMIN_TO,
,,0,3585,ADMIN_TO,
,,0,2653,ADMIN_TO,
,,0,1753,ADMIN_TO,
,,0,1662,ADMIN_TO,
,,0,4927,ADMIN_TO,
,,0,5009,ADMIN_TO,
,,0,3401,ADMIN_TO,
,,0,4157,ADMIN_TO,
,,0,2760,ADMIN_TO,
,,0,1322,ADMIN_TO,
,,0,4527,ADMIN_TO,
,,0,3056,ADMIN_TO,
,,0,4741,ADMIN_TO,
,,0,2706,ADMIN_TO,
,,0,3260,ADMIN_TO,
,,0,1214,ADMIN_TO,
,,0,1332,ADMIN_TO,
,,0,3912,ADMIN_TO,
,,0,3952,ADMIN_TO,
,,0,2431,ADMIN_TO,
,,0,321,ADMIN_TO,
,,0,2303,ADMIN_TO,
,,0,315,ADMIN_TO,
,,0,2425,ADMIN_TO,
,,0,10,ADMIN_TO,
,,0,1964,ADMIN_TO,
,,0,3517,ADMIN_TO,
,,0,1798,ADMIN_TO,
,,0,787,ADMIN_TO,
,,0,3214,ADMIN_TO,
,,0,4560,ADMIN_TO,
,,0,2682,ADMIN_TO,
,,0,3372,ADMIN_TO,
,,0,4687,ADMIN_TO,
,,0,1804,ADMIN_TO,
,,0,1516,ADMIN_TO,
,,0,125,ADMIN_TO,
,,0,4826,ADMIN_TO,
,,0,450,ADMIN_TO,
,,0,3029,ADMIN_TO,
,,0,2135,ADMIN_TO,
,,0,1971,ADMIN_TO,
,,0,2472,ADMIN_TO,
,,0,1900,ADMIN_TO,
,,0,1168,ADMIN_TO,
,,0,1921,ADMIN_TO,
,,0,3118,ADMIN_TO,
,,0,1431,ADMIN_TO,
,,0,4813,ADMIN_TO,
,,0,4144,ADMIN_TO,
,,0,2787,ADMIN_TO,
,,0,301,ADMIN_TO,
,,0,445,ADMIN_TO,
,,0,4997,ADMIN_TO,
,,0,2891,ADMIN_TO,
,,0,2296,ADMIN_TO,
,,0,1575,ADMIN_TO,
,,0,2822,ADMIN_TO,
,,0,2587,ADMIN_TO,
,,0,435,ADMIN_TO,
,,0,242,ADMIN_TO,
,,0,750,ADMIN_TO,
,,0,283,ADMIN_TO,
,,0,879,ADMIN_TO,
,,0,3634,ADMIN_TO,
,,0,201,ADMIN_TO,
,,0,3878,ADMIN_TO,
,,0,2932,ADMIN_TO,
,,0,4219,ADMIN_TO,
,,0,3709,ADMIN_TO,
,,0,3104,ADMIN_TO,
,,0,2547,ADMIN_TO,
,,0,4835,ADMIN_TO,
,,0,1892,ADMIN_TO,
,,0,2987,ADMIN_TO,
,,0,3727,ADMIN_TO,
,,0,199,ADMIN_TO,
,,0,380,ADMIN_TO,
,,0,4642,ADMIN_TO,
,,0,941,ADMIN_TO,
,,0,1461,ADMIN_TO,
,,0,1399,ADMIN_TO,
,,0,1369,ADMIN_TO,
,,0,3866,ADMIN_TO,
,,0,1925,ADMIN_TO,
,,0,221,ADMIN_TO,
,,0,3060,ADMIN_TO,
,,0,2150,ADMIN_TO,
,,0,65,ADMIN_TO,
,,0,1902,ADMIN_TO,
,,0,899,ADMIN_TO,
,,0,4087,ADMIN_TO,
,,0,1577,ADMIN_TO,
,,0,4671,ADMIN_TO,
,,0,4615,ADMIN_TO,
,,0,2020,ADMIN_TO,
,,0,658,ADMIN_TO,
,,0,4563,ADMIN_TO,
,,0,854,ADMIN_TO,
,,0,4142,ADMIN_TO,
,,0,562,ADMIN_TO,
,,0,3520,ADMIN_TO,
,,0,4846,ADMIN_TO,
,,0,3040,ADMIN_TO,
,,0,1097,ADMIN_TO,
,,0,2566,ADMIN_TO,
,,0,1738,ADMIN_TO,
,,0,706,ADMIN_TO,
,,0,2379,ADMIN_TO,
,,0,1165,ADMIN_TO,
,,0,1648,ADMIN_TO,
,,0,1095,ADMIN_TO,
,,0,3189,ADMIN_TO,
,,0,3162,ADMIN_TO,
,,0,3097,ADMIN_TO,
,,0,4122,ADMIN_TO,
,,0,1241,ADMIN_TO,
,,0,818,ADMIN_TO,
,,0,4844,ADMIN_TO,
,,0,1757,ADMIN_TO,
,,0,2558,ADMIN_TO,
,,0,1467,ADMIN_TO,
,,0,299,ADMIN_TO,
,,0,3776,ADMIN_TO,
,,0,1392,ADMIN_TO,
,,0,3137,ADMIN_TO,
,,0,940,ADMIN_TO,
,,0,848,ADMIN_TO,
,,0,4045,ADMIN_TO,
,,0,3967,ADMIN_TO,
,,0,4293,ADMIN_TO,
,,0,1729,ADMIN_TO,
,,0,3108,ADMIN_TO,
,,0,3940,ADMIN_TO,
,,0,3901,ADMIN_TO,
,,0,4723,ADMIN_TO,
,,0,1530,ADMIN_TO,
,,0,1937,ADMIN_TO,
,,0,492,ADMIN_TO,
,,0,4822,ADMIN_TO,
,,0,139,ADMIN_TO,
,,0,9,ADMIN_TO,
,,0,1066,ADMIN_TO,
,,0,1174,ADMIN_TO,
,,0,4614,ADMIN_TO,
,,0,4674,ADMIN_TO,
,,0,4345,ADMIN_TO,
,,0,1258,ADMIN_TO,
,,0,2762,ADMIN_TO,
,,0,3689,ADMIN_TO,
,,0,3840,ADMIN_TO,
,,0,4302,ADMIN_TO,
,,0,2473,ADMIN_TO,
,,0,345,ADMIN_TO,
,,0,4920,ADMIN_TO,
,,0,3284,ADMIN_TO,
,,0,2570,ADMIN_TO,
,,0,2253,ADMIN_TO,
,,0,2520,ADMIN_TO,
,,0,2842,ADMIN_TO,
,,0,4789,ADMIN_TO,
,,0,1296,ADMIN_TO,
,,0,803,ADMIN_TO,
,,0,3341,ADMIN_TO,
,,0,4957,ADMIN_TO,
,,0,898,ADMIN_TO,
,,0,1111,ADMIN_TO,
,,0,3927,ADMIN_TO,
,,0,3086,ADMIN_TO,
,,0,2502,ADMIN_TO,
,,0,1484,ADMIN_TO,
,,0,254,ADMIN_TO,
,,0,1514,ADMIN_TO,
,,0,1770,ADMIN_TO,
,,0,1762,ADMIN_TO,
,,0,1413,ADMIN_TO,
,,0,784,ADMIN_TO,
,,0,2138,ADMIN_TO,
,,0,4167,ADMIN_TO,
,,0,2721,ADMIN_TO,
,,0,2680,ADMIN_TO,
,,0,1809,ADMIN_TO,
,,0,963,ADMIN_TO,
,,0,259,ADMIN_TO,
,,0,3149,ADMIN_TO,
,,0,3265,ADMIN_TO,
,,0,4550,ADMIN_TO,
,,0,4949,ADMIN_TO,
,,0,515,ADMIN_TO,
,,0,2737,ADMIN_TO,
,,0,3568,ADMIN_TO,
,,0,4387,ADMIN_TO,
,,0,1005,ADMIN_TO,
,,0,4386,ADMIN_TO,
,,0,3792,ADMIN_TO,
,,0,478,ADMIN_TO,
,,0,3134,ADMIN_TO,
,,0,652,ADMIN_TO,
,,0,1940,ADMIN_TO,
,,0,3524,ADMIN_TO,
,,0,2919,ADMIN_TO,
,,0,977,ADMIN_TO,
,,0,2363,ADMIN_TO,
,,0,4020,ADMIN_TO,
,,0,1978,ADMIN_TO,
,,0,1457,ADMIN_TO,
,,0,4188,ADMIN_TO,
,,0,882,ADMIN_TO,
,,0,5008,ADMIN_TO,
,,0,1410,ADMIN_TO,
,,0,1808,ADMIN_TO,
,,0,3774,ADMIN_TO,
,,0,4933,ADMIN_TO,
,,0,33,ADMIN_TO,
,,0,768,ADMIN_TO,
,,0,1656,ADMIN_TO,
,,0,3227,ADMIN_TO,
,,0,653,ADMIN_TO,
,,0,2355,ADMIN_TO,
,,0,2334,ADMIN_TO,
,,0,2899,ADMIN_TO,
,,0,160,ADMIN_TO,
,,0,3155,ADMIN_TO,
,,0,198,ADMIN_TO,
,,0,451,ADMIN_TO,
,,0,615,ADMIN_TO,
,,0,4227,ADMIN_TO,
,,0,261,ADMIN_TO,
,,0,2048,ADMIN_TO,
,,0,1179,ADMIN_TO,
,,0,2858,ADMIN_TO,
,,0,2394,ADMIN_TO,
,,0,3816,ADMIN_TO,
,,0,4490,ADMIN_TO,
,,0,4839,ADMIN_TO,
,,0,2848,ADMIN_TO,
,,0,4681,ADMIN_TO,
,,0,674,ADMIN_TO,
,,0,1755,ADMIN_TO,
,,0,4882,ADMIN_TO,
,,0,2061,ADMIN_TO,
,,0,3474,ADMIN_TO,
,,0,2670,ADMIN_TO,
,,0,2749,ADMIN_TO,
,,0,4327,ADMIN_TO,
,,0,4636,ADMIN_TO,
,,0,3989,ADMIN_TO,
,,0,99,ADMIN_TO,
,,0,2451,ADMIN_TO,
,,0,3267,ADMIN_TO,
,,0,910,ADMIN_TO,
,,0,60,ADMIN_TO,
,,0,3899,ADMIN_TO,
,,0,330,ADMIN_TO,
,,0,2163,ADMIN_TO,
,,0,3046,ADMIN_TO,
,,0,1546,ADMIN_TO,
,,0,1948,ADMIN_TO,
,,0,1540,ADMIN_TO,
,,0,976,ADMIN_TO,
,,0,3131,ADMIN_TO,
,,0,1735,ADMIN_TO,
,,0,944,ADMIN_TO,
,,0,4656,ADMIN_TO,
,,0,1687,ADMIN_TO,
,,0,5021,ADMIN_TO,
,,0,2103,ADMIN_TO,
,,0,4643,ADMIN_TO,
,,0,809,ADMIN_TO,
,,0,3729,ADMIN_TO,
,,0,2886,ADMIN_TO,
,,0,2584,ADMIN_TO,
,,0,1404,ADMIN_TO,
,,0,4433,ADMIN_TO,
,,0,771,ADMIN_TO,
,,0,2416,ADMIN_TO,
,,0,4720,ADMIN_TO,
,,0,1720,ADMIN_TO,
,,0,2761,ADMIN_TO,
,,0,53,ADMIN_TO,
,,0,86,ADMIN_TO,
,,0,3117,ADMIN_TO,
,,0,3733,ADMIN_TO,
,,0,1742,ADMIN_TO,
,,0,570,ADMIN_TO,
,,4566,7741,HAS_SESSION,
,,4566,8146,HAS_SESSION,
,,4568,6955,HAS_SESSION,
,,4567,8921,HAS_SESSION,
,,4570,5623,HAS_SESSION,
,,4568,5500,HAS_SESSION,
,,4571,8652,HAS_SESSION,
,,4571,9633,HAS_SESSION,
,,4572,7847,HAS_SESSION,
,,4572,8884,HAS_SESSION,
,,4576,6614,HAS_SESSION,
,,4574,6566,HAS_SESSION,
,,4577,7617,HAS_SESSION,
,,4576,5265,HAS_SESSION,
,,4578,6719,HAS_SESSION,
,,4578,8966,HAS_SESSION,
,,4578,5557,HAS_SESSION,
,,4578,6821,HAS_SESSION,
,,4581,8477,HAS_SESSION,
,,4580,9212,HAS_SESSION,
,,4582,7473,HAS_SESSION,
,,4581,5560,HAS_SESSION,
,,4584,7927,HAS_SESSION,
,,4583,7198,HAS_SESSION,
,,4585,6268,HAS_SESSION,
,,4585,7684,HAS_SESSION,
,,4586,6128,HAS_SESSION,
,,4586,8529,HAS_SESSION,
,,4587,9329,HAS_SESSION,
,,4586,6380,HAS_SESSION,
,,4588,8626,HAS_SESSION,
,,4588,9314,HAS_SESSION,
,,4588,5150,HAS_SESSION,
,,4588,7563,HAS_SESSION,
,,4589,8410,HAS_SESSION,
,,4589,8661,HAS_SESSION,
,,4590,7974,HAS_SESSION,
,,4590,8246,HAS_SESSION,
,,4591,6431,HAS_SESSION,
,,4591,7287,HAS_SESSION,
,,4597,9590,HAS_SESSION,
,,4594,9091,HAS_SESSION,
,,4597,6283,HAS_SESSION,
,,4597,7792,HAS_SESSION,
,,4599,5929,HAS_SESSION,
,,4599,6839,HAS_SESSION,
,,4601,8841,HAS_SESSION,
,,4600,8157,HAS_SESSION,
,,4601,6213,HAS_SESSION,
,,4601,8218,HAS_SESSION,
,,4603,8697,HAS_SESSION,
,,4602,6795,HAS_SESSION,
,,4603,6015,HAS_SESSION,
,,4603,7600,HAS_SESSION,
,,4604,5829,HAS_SESSION,
,,4604,8759,HAS_SESSION,
,,4606,8776,HAS_SESSION,
,,4605,7038,HAS_SESSION,
,,4606,5809,HAS_SESSION,
,,4606,7120,HAS_SESSION,
,,4611,9867,HAS_SESSION,
,,4610,5445,HAS_SESSION,
,,4611,8751,HAS_SESSION,
,,4611,9818,HAS_SESSION,
,,4613,7492,HAS_SESSION,
,,4613,8009,HAS_SESSION,
,,4615,7873,HAS_SESSION,
,,4615,9818,HAS_SESSION,
,,4615,7281,HAS_SESSION,
,,4615,7095,HAS_SESSION,
,,4618,9674,HAS_SESSION,
,,4616,9095,HAS_SESSION,
,,4619,7692,HAS_SESSION,
,,4618,8078,HAS_SESSION,
,,4620,5726,HAS_SESSION,
,,4619,6995,HAS_SESSION,
,,4621,7593,HAS_SESSION,
,,4621,9684,HAS_SESSION,
,,4622,6834,HAS_SESSION,
,,4622,9055,HAS_SESSION,
,,4626,7226,HAS_SESSION,
,,4624,8228,HAS_SESSION,
,,4627,8092,HAS_SESSION,
,,4626,5126,HAS_SESSION,
,,4628,7766,HAS_SESSION,
,,4627,5134,HAS_SESSION,
,,4630,9257,HAS_SESSION,
,,4629,539,HAS_SESSION,
,,4630,5064,HAS_SESSION,
,,4630,9357,HAS_SESSION,
,,4632,6971,HAS_SESSION,
,,4632,7875,HAS_SESSION,
,,4634,9271,HAS_SESSION,
,,4632,6622,HAS_SESSION,
,,4635,7501,HAS_SESSION,
,,4635,8022,HAS_SESSION,
,,4642,8402,HAS_SESSION,
,,4639,5966,HAS_SESSION,
,,4643,7485,HAS_SESSION,
,,4643,9819,HAS_SESSION,
,,4645,9512,HAS_SESSION,
,,4644,7983,HAS_SESSION,
,,4646,9131,HAS_SESSION,
,,4645,8242,HAS_SESSION,
,,4646,6149,HAS_SESSION,
,,4646,8724,HAS_SESSION,
,,4648,6028,HAS_SESSION,
,,4647,9291,HAS_SESSION,
,,4649,6590,HAS_SESSION,
,,4648,6356,HAS_SESSION,
,,4653,7646,HAS_SESSION,
,,4651,7119,HAS_SESSION,
,,4655,5717,HAS_SESSION,
,,4653,6927,HAS_SESSION,
,,4657,5651,HAS_SESSION,
,,4656,5735,HAS_SESSION,
,,4658,9857,HAS_SESSION,
,,4657,5025,HAS_SESSION,
,,4658,6537,HAS_SESSION,
,,4658,7499,HAS_SESSION,
,,4658,5164,HAS_SESSION,
,,4658,5305,HAS_SESSION,
,,4661,7361,HAS_SESSION,
,,4659,6854,HAS_SESSION,
,,4661,5501,HAS_SESSION,
,,4661,5670,HAS_SESSION,
,,4662,8456,HAS_SESSION,
,,4662,8776,HAS_SESSION,
,,4663,9747,HAS_SESSION,
,,4662,5080,HAS_SESSION,
,,4665,6799,HAS_SESSION,
,,4663,5237,HAS_SESSION,
,,4668,9509,HAS_SESSION,
,,4665,5052,HAS_SESSION,
,,4668,7012,HAS_SESSION,
,,4668,8536,HAS_SESSION,
,,4670,9747,HAS_SESSION,
,,4668,5784,HAS_SESSION,
,,4670,5043,HAS_SESSION,
,,4670,7639,HAS_SESSION,
,,4671,7674,HAS_SESSION,
,,4671,8171,HAS_SESSION,
,,4672,5688,HAS_SESSION,
,,4672,5631,HAS_SESSION,
,,4674,7645,HAS_SESSION,
,,4673,5650,HAS_SESSION,
,,4675,6741,HAS_SESSION,
,,4674,6858,HAS_SESSION,
,,4677,8993,HAS_SESSION,
,,4677,9939,HAS_SESSION,
,,4678,8476,HAS_SESSION,
,,4678,9419,HAS_SESSION,
,,4680,9852,HAS_SESSION,
,,4679,8290,HAS_SESSION,
,,4681,9573,HAS_SESSION,
,,4680,5951,HAS_SESSION,
,,4682,7794,HAS_SESSION,
,,4681,5426,HAS_SESSION,
,,4683,8361,HAS_SESSION,
,,4682,5802,HAS_SESSION,
,,4684,6853,HAS_SESSION,
,,4684,9657,HAS_SESSION,
,,4684,5625,HAS_SESSION,
,,4684,6177,HAS_SESSION,
,,4685,9251,HAS_SESSION,
,,4685,9084,HAS_SESSION,
,,4685,5488,HAS_SESSION,
,,4685,8186,HAS_SESSION,
,,4686,6988,HAS_SESSION,
,,4686,9574,HAS_SESSION,
,,4687,7049,HAS_SESSION,
,,4687,8252,HAS_SESSION,
,,4688,6613,HAS_SESSION,
,,4687,5406,HAS_SESSION,
,,4690,8222,HAS_SESSION,
,,4688,6210,HAS_SESSION,
,,4692,9650,HAS_SESSION,
,,4691,7735,HAS_SESSION,
,,4692,7108,HAS_SESSION,
,,4692,8252,HAS_SESSION,
,,4694,9696,HAS_SESSION,
,,4693,7561,HAS_SESSION,
,,4697,8212,HAS_SESSION,
,,4695,6779,HAS_SESSION,
,,4697,7577,HAS_SESSION,
,,4697,8237,HAS_SESSION,
,,4698,8498,HAS_SESSION,
,,4697,5367,HAS_SESSION,
,,4699,5492,HAS_SESSION,
,,4699,7751,HAS_SESSION,
,,4701,9687,HAS_SESSION,
,,4700,6884,HAS_SESSION,
,,4702,5303,HAS_SESSION,
,,4702,7317,HAS_SESSION,
,,4704,9891,HAS_SESSION,
,,4703,7042,HAS_SESSION,
,,6130,14115,MEMBER_OF,
,,4705,5094,HAS_SESSION,
,,6130,14096,MEMBER_OF,
,,6130,11584,MEMBER_OF,
,,6130,12726,MEMBER_OF,
,,6130,12119,MEMBER_OF,
,,6130,12476,MEMBER_OF,
,,6130,12818,MEMBER_OF,
,,6130,12949,MEMBER_OF,
,,6130,14318,MEMBER_OF,
,,6130,11899,MEMBER_OF,
,,6130,10980,MEMBER_OF,
,,6130,21,MEMBER_OF,
,,6130,12628,MEMBER_OF,
,,6131,11832,MEMBER_OF,
,,6131,14055,MEMBER_OF,
,,6131,12367,MEMBER_OF,
,,6131,14016,MEMBER_OF,
,,6131,21,MEMBER_OF,
,,6131,10767,MEMBER_OF,
,,6132,13719,MEMBER_OF,
,,6132,10083,MEMBER_OF,
,,6132,10250,MEMBER_OF,
,,6132,11381,MEMBER_OF,
,,6132,11036,MEMBER_OF,
,,6132,12886,MEMBER_OF,
,,6132,12792,MEMBER_OF,
,,6132,13731,MEMBER_OF,
,,6132,12013,MEMBER_OF,
,,6132,10302,MEMBER_OF,
,,6132,14230,MEMBER_OF,
,,6132,12622,MEMBER_OF,
,,6133,11704,MEMBER_OF,
,,6132,21,MEMBER_OF,
,,6133,13506,MEMBER_OF,
,,6133,14023,MEMBER_OF,
,,6133,13039,MEMBER_OF,
,,6133,14897,MEMBER_OF,
,,0,263,ADMIN_TO,
,,0,1175,ADMIN_TO,
,,0,4644,ADMIN_TO,
,,0,1995,ADMIN_TO,
,,4707,6505,HAS_SESSION,
,,4706,7525,HAS_SESSION,
,,0,363,ADMIN_TO,
,,0,980,ADMIN_TO,
,,0,223,ADMIN_TO,
,,0,3555,ADMIN_TO,
,,0,4115,ADMIN_TO,
,,0,4350,ADMIN_TO,
,,0,4763,ADMIN_TO,
,,0,3768,ADMIN_TO,
,,0,3552,ADMIN_TO,
,,0,4294,ADMIN_TO,
,,0,184,ADMIN_TO,
,,0,3583,ADMIN_TO,
,,0,2700,ADMIN_TO,
,,0,334,ADMIN_TO,
,,0,2162,ADMIN_TO,
,,0,1003,ADMIN_TO,
,,0,2683,ADMIN_TO,
,,0,2224,ADMIN_TO,
,,0,579,ADMIN_TO,
,,0,1854,ADMIN_TO,
,,0,2327,ADMIN_TO,
,,0,4737,ADMIN_TO,
,,0,4665,ADMIN_TO,
,,0,3003,ADMIN_TO,
,,0,342,ADMIN_TO,
,,0,312,ADMIN_TO,
,,0,855,ADMIN_TO,
,,0,1673,ADMIN_TO,
,,0,2645,ADMIN_TO,
,,0,834,ADMIN_TO,
,,0,1510,ADMIN_TO,
,,0,384,ADMIN_TO,
,,0,2757,ADMIN_TO,
,,0,3026,ADMIN_TO,
,,0,115,ADMIN_TO,
,,0,1106,ADMIN_TO,
,,0,3389,ADMIN_TO,
,,0,2481,ADMIN_TO,
,,0,1024,ADMIN_TO,
,,0,874,ADMIN_TO,
,,0,3496,ADMIN_TO,
,,0,202,ADMIN_TO,
,,0,801,ADMIN_TO,
,,0,3819,ADMIN_TO,
,,0,1124,ADMIN_TO,
,,0,1489,ADMIN_TO,
,,0,5003,ADMIN_TO,
,,0,4206,ADMIN_TO,
,,0,719,ADMIN_TO,
,,0,3643,ADMIN_TO,
,,0,3198,ADMIN_TO,
,,0,2553,ADMIN_TO,
,,0,1077,ADMIN_TO,
,,0,4209,ADMIN_TO,
